kegg_ortholog,method,parameter,statistic,p.value,bh
K00293,Kruskal-Wallis rank sum test,2,9.20446128395582,0.010029438687061814,0.9999980855427674
K10794,Kruskal-Wallis rank sum test,2,9.190142604830534,0.010101500493916995,0.9999980855427674
K05884,Kruskal-Wallis rank sum test,2,8.568580332957625,0.01378340197039313,0.9999980855427674
K02436,Kruskal-Wallis rank sum test,2,8.410303820621774,0.014918519619970264,0.9999980855427674
K13921,Kruskal-Wallis rank sum test,2,8.280241877235174,0.015920925933303003,0.9999980855427674
K13923,Kruskal-Wallis rank sum test,2,8.280241877235174,0.015920925933303003,0.9999980855427674
K00844,Kruskal-Wallis rank sum test,2,8.203040188374748,0.016547502511642987,0.9999980855427674
K01615,Kruskal-Wallis rank sum test,2,8.099153047659094,0.017429754162401813,0.9999980855427674
K11704,Kruskal-Wallis rank sum test,2,7.920233636312522,0.01906088750381465,0.9999980855427674
K02173,Kruskal-Wallis rank sum test,2,7.770410548185443,0.020543611257411058,0.9999980855427674
K11046,Kruskal-Wallis rank sum test,2,7.552997386116977,0.02290274072981876,0.9999980855427674
K00125,Kruskal-Wallis rank sum test,2,7.247387218353249,0.02668393422290684,0.9999980855427674
K07796,Kruskal-Wallis rank sum test,2,6.930842090624488,0.031259840845634504,0.9999980855427674
K11106,Kruskal-Wallis rank sum test,2,6.872193411009222,0.03219008781980938,0.9999980855427674
K01746,Kruskal-Wallis rank sum test,2,6.705190119592208,0.03499342613682581,0.9999980855427674
K03533,Kruskal-Wallis rank sum test,2,6.293628645417872,0.042988857588817236,0.9999980855427674
K04059,Kruskal-Wallis rank sum test,2,6.026691741795077,0.04912703076607389,0.9999980855427674
K03079,Kruskal-Wallis rank sum test,2,6.007100300516453,0.04961063017060972,0.9999980855427674
K04032,Kruskal-Wallis rank sum test,2,6.001758989530075,0.049743300151647615,0.9999980855427674
K11706,Kruskal-Wallis rank sum test,2,5.9949960780829255,0.04991178962796117,0.9999980855427674
K11705,Kruskal-Wallis rank sum test,2,5.9949960780829255,0.04991178962796117,0.9999980855427674
K12136,Kruskal-Wallis rank sum test,2,5.942259730194235,0.0512453772466571,0.9999980855427674
K13020,Kruskal-Wallis rank sum test,2,5.770393170001166,0.05584381040185298,0.9999980855427674
K04641,Kruskal-Wallis rank sum test,2,5.717050363261818,0.05735328359804319,0.9999980855427674
K10908,Kruskal-Wallis rank sum test,2,5.712870551269719,0.057473271907799064,0.9999980855427674
K13607,Kruskal-Wallis rank sum test,2,5.706956227006461,0.057643481235317234,0.9999980855427674
K12282,Kruskal-Wallis rank sum test,2,5.654783454699447,0.0591669761910919,0.9999980855427674
K12138,Kruskal-Wallis rank sum test,2,5.4584177232493545,0.0652709075667532,0.9999980855427674
K06418,Kruskal-Wallis rank sum test,2,5.398723422072115,0.06724842296995397,0.9999980855427674
K01492,Kruskal-Wallis rank sum test,2,5.379012536681559,0.06791446261564932,0.9999980855427674
K06694,Kruskal-Wallis rank sum test,2,5.377690862693119,0.06795935783756622,0.9999980855427674
K10848,Kruskal-Wallis rank sum test,2,5.377690862693119,0.06795935783756622,0.9999980855427674
K13995,Kruskal-Wallis rank sum test,2,5.377690862693119,0.06795935783756622,0.9999980855427674
K01844,Kruskal-Wallis rank sum test,2,5.334629503258611,0.06943843463177526,0.9999980855427674
K10793,Kruskal-Wallis rank sum test,2,5.2877011240079295,0.0710870169155347,0.9999980855427674
K02814,Kruskal-Wallis rank sum test,2,5.211399113999438,0.07385145581977066,0.9999980855427674
K02815,Kruskal-Wallis rank sum test,2,5.211399113999438,0.07385145581977066,0.9999980855427674
K09729,Kruskal-Wallis rank sum test,2,5.181613495959886,0.07495954222607697,0.9999980855427674
K11441,Kruskal-Wallis rank sum test,2,5.147601122672137,0.07624521943945622,0.9999980855427674
K00032,Kruskal-Wallis rank sum test,2,5.147601122672137,0.07624521943945622,0.9999980855427674
K03221,Kruskal-Wallis rank sum test,2,5.137422916339341,0.07663422824051193,0.9999980855427674
K10796,Kruskal-Wallis rank sum test,2,5.123336152125589,0.07717589774581068,0.9999980855427674
K08348,Kruskal-Wallis rank sum test,2,5.106856347183611,0.07781444679438271,0.9999980855427674
K13636,Kruskal-Wallis rank sum test,2,5.0191836200868725,0.08130141889127677,0.9999980855427674
K00132,Kruskal-Wallis rank sum test,2,4.9317233205085484,0.0849356251796682,0.9999980855427674
K10795,Kruskal-Wallis rank sum test,2,4.911460197151348,0.08580052972333173,0.9999980855427674
K04021,Kruskal-Wallis rank sum test,2,4.908999454441342,0.0859061612069977,0.9999980855427674
K05599,Kruskal-Wallis rank sum test,2,4.852802194796956,0.08835423938367418,0.9999980855427674
K05600,Kruskal-Wallis rank sum test,2,4.852802194796956,0.08835423938367418,0.9999980855427674
K11311,Kruskal-Wallis rank sum test,2,4.852802194796956,0.08835423938367418,0.9999980855427674
K09469,Kruskal-Wallis rank sum test,2,4.781902361286586,0.09154256893344184,0.9999980855427674
K13480,Kruskal-Wallis rank sum test,2,4.743880944618839,0.09329950540116282,0.9999980855427674
K05395,Kruskal-Wallis rank sum test,2,4.743880944618839,0.09329950540116282,0.9999980855427674
K04020,Kruskal-Wallis rank sum test,2,4.581964606131572,0.10116703633893193,0.9999980855427674
K09925,Kruskal-Wallis rank sum test,2,4.48831152691829,0.10601700603358753,0.9999980855427674
K02771,Kruskal-Wallis rank sum test,2,4.483063639222012,0.10629555399164921,0.9999980855427674
K03332,Kruskal-Wallis rank sum test,2,4.3779706184543485,0.11203036714356218,0.9999980855427674
K11382,Kruskal-Wallis rank sum test,2,4.324322345514124,0.11507615265701544,0.9999980855427674
K03796,Kruskal-Wallis rank sum test,2,4.267754721424115,0.11837741094022067,0.9999980855427674
K13992,Kruskal-Wallis rank sum test,2,4.15390820915015,0.12531131666789205,0.9999980855427674
K08260,Kruskal-Wallis rank sum test,2,4.051522282313232,0.13189341546604466,0.9999980855427674
K09128,Kruskal-Wallis rank sum test,2,3.9449536205259905,0.13911187544464837,0.9999980855427674
K13540,Kruskal-Wallis rank sum test,2,3.9198349325731177,0.14087004696935693,0.9999980855427674
K00387,Kruskal-Wallis rank sum test,2,3.894385003139641,0.14267406704973357,0.9999980855427674
K02080,Kruskal-Wallis rank sum test,2,3.8926458989263053,0.14279818354036092,0.9999980855427674
K11517,Kruskal-Wallis rank sum test,2,3.8813905180773056,0.14360407303185826,0.9999980855427674
K10811,Kruskal-Wallis rank sum test,2,3.8786178452147175,0.14380329465217212,0.9999980855427674
K00221,Kruskal-Wallis rank sum test,2,3.874089774579054,0.14412923922586973,0.9999980855427674
K00190,Kruskal-Wallis rank sum test,2,3.831998629088317,0.14719466529534983,0.9999980855427674
K10984,Kruskal-Wallis rank sum test,2,3.7970356838476444,0.14979046792636963,0.9999980855427674
K00702,Kruskal-Wallis rank sum test,2,3.701592129950876,0.15711204512159518,0.9999980855427674
K07162,Kruskal-Wallis rank sum test,2,3.619538002509192,0.16369194506964865,0.9999980855427674
K03532,Kruskal-Wallis rank sum test,2,3.5433165460759035,0.17005076428990884,0.9999980855427674
K02508,Kruskal-Wallis rank sum test,2,3.481701900590227,0.17537110501087239,0.9999980855427674
K07739,Kruskal-Wallis rank sum test,2,3.470896556619144,0.1763211416242131,0.9999980855427674
K01219,Kruskal-Wallis rank sum test,2,3.4616427445263374,0.17713885325914214,0.9999980855427674
K07770,Kruskal-Wallis rank sum test,2,3.4406697284721774,0.17900619510124974,0.9999980855427674
K11014,Kruskal-Wallis rank sum test,2,3.3689078280697244,0.1855457282132899,0.9999980855427674
K11015,Kruskal-Wallis rank sum test,2,3.3689078280697244,0.1855457282132899,0.9999980855427674
K11013,Kruskal-Wallis rank sum test,2,3.3689078280697244,0.1855457282132899,0.9999980855427674
K02468,Kruskal-Wallis rank sum test,2,3.2735324755347333,0.19460834296550997,0.9999980855427674
K11203,Kruskal-Wallis rank sum test,2,3.1883085232967576,0.20308020861496415,0.9999980855427674
K10714,Kruskal-Wallis rank sum test,2,3.106485688812781,0.2115608014707609,0.9999980855427674
K14028,Kruskal-Wallis rank sum test,2,3.106485688812781,0.2115608014707609,0.9999980855427674
K14029,Kruskal-Wallis rank sum test,2,3.106485688812781,0.2115608014707609,0.9999980855427674
K15036,Kruskal-Wallis rank sum test,2,3.009820884908113,0.22203717804631945,0.9999980855427674
K08926,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K08927,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K09845,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K09844,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K09846,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K13991,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K08929,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K08928,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K11336,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K11335,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K11334,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K11333,Kruskal-Wallis rank sum test,2,3.0046954626489897,0.22260692493019826,0.9999980855427674
K11049,Kruskal-Wallis rank sum test,2,2.942115309536676,0.22968243195681473,0.9999980855427674
K07099,Kruskal-Wallis rank sum test,2,2.9389298199367277,0.23004854894402493,0.9999980855427674
K08315,Kruskal-Wallis rank sum test,2,2.908152889035827,0.23361602165737588,0.9999980855427674
K07326,Kruskal-Wallis rank sum test,2,2.7959527852172807,0.24709648462694017,0.9999980855427674
K06989,Kruskal-Wallis rank sum test,2,2.782605876539847,0.24875098621449096,0.9999980855427674
K11626,Kruskal-Wallis rank sum test,2,2.7318748359126954,0.2551413897298426,0.9999980855427674
K03813,Kruskal-Wallis rank sum test,2,2.7316070640578047,0.2551755518582994,0.9999980855427674
K01085,Kruskal-Wallis rank sum test,2,2.6896072573630154,0.26059087540968284,0.9999980855427674
K01216,Kruskal-Wallis rank sum test,2,2.5680622125215438,0.27691875854592657,0.9999980855427674
K03680,Kruskal-Wallis rank sum test,2,2.528108807682878,0.2825063067569597,0.9999980855427674
K11624,Kruskal-Wallis rank sum test,2,2.5206507393206286,0.2835617490984688,0.9999980855427674
K13651,Kruskal-Wallis rank sum test,2,2.4624295680221477,0.2919377209117403,0.9999980855427674
K12344,Kruskal-Wallis rank sum test,2,2.4404171345901693,0.2951685979875279,0.9999980855427674
K12950,Kruskal-Wallis rank sum test,2,2.3997406353935737,0.3012332740040936,0.9999980855427674
K12139,Kruskal-Wallis rank sum test,2,2.3948225077110328,0.30197493738104475,0.9999980855427674
K09163,Kruskal-Wallis rank sum test,2,2.3881026907257255,0.30299125194358834,0.9999980855427674
K01667,Kruskal-Wallis rank sum test,2,2.370783969624943,0.3056263551260785,0.9999980855427674
K00533,Kruskal-Wallis rank sum test,2,2.3606396968358117,0.30718047169882795,0.9999980855427674
K13727,Kruskal-Wallis rank sum test,2,2.319656892969771,0.31353996515218385,0.9999980855427674
K00385,Kruskal-Wallis rank sum test,2,2.2839807798959293,0.3191830903358709,0.9999980855427674
K13927,Kruskal-Wallis rank sum test,2,2.2294137671239573,0.32801141034627773,0.9999980855427674
K12343,Kruskal-Wallis rank sum test,2,2.212272127450648,0.3308348192294537,0.9999980855427674
K03289,Kruskal-Wallis rank sum test,2,2.207313335719275,0.33165610744104196,0.9999980855427674
K07309,Kruskal-Wallis rank sum test,2,2.1396343284441928,0.34307123738136835,0.9999980855427674
K07310,Kruskal-Wallis rank sum test,2,2.1366254174281685,0.34358776124024515,0.9999980855427674
K00584,Kruskal-Wallis rank sum test,2,2.1191082069579963,0.34661032821749854,0.9999980855427674
K12998,Kruskal-Wallis rank sum test,2,2.0948115236695113,0.35084674954736805,0.9999980855427674
K08297,Kruskal-Wallis rank sum test,2,2.038248864055524,0.3609108038135096,0.9999980855427674
K03619,Kruskal-Wallis rank sum test,2,2.0031208654669053,0.36730583770068137,0.9999980855427674
K08298,Kruskal-Wallis rank sum test,2,1.9287793330843275,0.38121579750689133,0.9999980855427674
K01062,Kruskal-Wallis rank sum test,2,1.9188290748711394,0.383117121060256,0.9999980855427674
K05394,Kruskal-Wallis rank sum test,2,1.8964751487693228,0.3874232267304187,0.9999980855427674
K00613,Kruskal-Wallis rank sum test,2,1.8921065240986892,0.38827040497766263,0.9999980855427674
K12507,Kruskal-Wallis rank sum test,2,1.8916662601370309,0.38835588511911884,0.9999980855427674
K06441,Kruskal-Wallis rank sum test,2,1.8916662601370309,0.38835588511911884,0.9999980855427674
K05887,Kruskal-Wallis rank sum test,2,1.8916662601370309,0.38835588511911884,0.9999980855427674
K10710,Kruskal-Wallis rank sum test,2,1.8779083873745641,0.3910365701060989,0.9999980855427674
K13041,Kruskal-Wallis rank sum test,2,1.8711116043221376,0.3923677260858542,0.9999980855427674
K13001,Kruskal-Wallis rank sum test,2,1.8651045079743438,0.3935479930600977,0.9999980855427674
K13829,Kruskal-Wallis rank sum test,2,1.8407151476930579,0.39837656657217635,0.9999980855427674
K01152,Kruskal-Wallis rank sum test,2,1.7792862730217254,0.41080232694904106,0.9999980855427674
K07257,Kruskal-Wallis rank sum test,2,1.7568459331393418,0.4154375542605719,0.9999980855427674
K08138,Kruskal-Wallis rank sum test,2,1.7436171824321098,0.418194521938541,0.9999980855427674
K13687,Kruskal-Wallis rank sum test,2,1.7324142867483925,0.4205435896891031,0.9999980855427674
K04480,Kruskal-Wallis rank sum test,2,1.7130418514880568,0.42463685856492905,0.9999980855427674
K12240,Kruskal-Wallis rank sum test,2,1.7016221663183928,0.4270684034461474,0.9999980855427674
K12143,Kruskal-Wallis rank sum test,2,1.6963398843306063,0.4281978421605848,0.9999980855427674
K08196,Kruskal-Wallis rank sum test,2,1.663312183198002,0.435327746394724,0.9999980855427674
K10709,Kruskal-Wallis rank sum test,2,1.658714373491968,0.4363296746912125,0.9999980855427674
K01577,Kruskal-Wallis rank sum test,2,1.6457127065028936,0.43917542109491325,0.9999980855427674
K14159,Kruskal-Wallis rank sum test,2,1.6232844151200285,0.44412811647200295,0.9999980855427674
K07405,Kruskal-Wallis rank sum test,2,1.5874375896542496,0.45216017392737895,0.9999980855427674
K10670,Kruskal-Wallis rank sum test,2,1.5466582894807095,0.4614741937794758,0.9999980855427674
K04794,Kruskal-Wallis rank sum test,2,1.530464827001147,0.4652257936532534,0.9999980855427674
K01499,Kruskal-Wallis rank sum test,2,1.5261953469508531,0.4662199905741199,0.9999980855427674
K07757,Kruskal-Wallis rank sum test,2,1.521428335044261,0.4673325540713431,0.9999980855427674
K10985,Kruskal-Wallis rank sum test,2,1.520578551606089,0.4675311619940703,0.9999980855427674
K10986,Kruskal-Wallis rank sum test,2,1.520578551606089,0.4675311619940703,0.9999980855427674
K08314,Kruskal-Wallis rank sum test,2,1.5180116908938608,0.4681315909017276,0.9999980855427674
K09482,Kruskal-Wallis rank sum test,2,1.3964371743299098,0.4974707156331383,0.9999980855427674
K03653,Kruskal-Wallis rank sum test,2,1.3909682601846554,0.4988328895041374,0.9999980855427674
K07650,Kruskal-Wallis rank sum test,2,1.3787003069905588,0.5019021224522419,0.9999980855427674
K00532,Kruskal-Wallis rank sum test,2,1.3665427172269196,0.5049623744038637,0.9999980855427674
K03444,Kruskal-Wallis rank sum test,2,1.3560998646940192,0.5076058936737037,0.9999980855427674
K01250,Kruskal-Wallis rank sum test,2,1.3546282130705232,0.5079795406451483,0.9999980855427674
K00879,Kruskal-Wallis rank sum test,2,1.2943668750006632,0.5235182239653274,0.9999980855427674
K02381,Kruskal-Wallis rank sum test,2,1.269733307702028,0.5300061578857993,0.9999980855427674
K04071,Kruskal-Wallis rank sum test,2,1.2462520491161304,0.536265435739666,0.9999980855427674
K10558,Kruskal-Wallis rank sum test,2,1.229401891965728,0.5408026003189481,0.9999980855427674
K10557,Kruskal-Wallis rank sum test,2,1.229401891965728,0.5408026003189481,0.9999980855427674
K00043,Kruskal-Wallis rank sum test,2,1.2196875163267622,0.5434357698445658,0.9999980855427674
K00672,Kruskal-Wallis rank sum test,2,1.218475732974709,0.5437651328230375,0.9999980855427674
K00201,Kruskal-Wallis rank sum test,2,1.218475732974709,0.5437651328230375,0.9999980855427674
K00200,Kruskal-Wallis rank sum test,2,1.218475732974709,0.5437651328230375,0.9999980855427674
K00202,Kruskal-Wallis rank sum test,2,1.218475732974709,0.5437651328230375,0.9999980855427674
K09154,Kruskal-Wallis rank sum test,2,1.218475732974709,0.5437651328230375,0.9999980855427674
K02241,Kruskal-Wallis rank sum test,2,1.191964635371714,0.5510210222320135,0.9999980855427674
K14081,Kruskal-Wallis rank sum test,2,1.1329604640878912,0.5675194642119304,0.9999980855427674
K07318,Kruskal-Wallis rank sum test,2,1.1210796481337595,0.5709007946619785,0.9999980855427674
K01036,Kruskal-Wallis rank sum test,2,1.0748445603149084,0.5842523518480228,0.9999980855427674
K02850,Kruskal-Wallis rank sum test,2,1.0701768231902387,0.5856175124775465,0.9999980855427674
K06928,Kruskal-Wallis rank sum test,2,1.0552931297147397,0.5899918446191164,0.9999980855427674
K01157,Kruskal-Wallis rank sum test,2,1.0528147013491937,0.590723424078889,0.9999980855427674
K13010,Kruskal-Wallis rank sum test,2,1.0145451137520247,0.6021356319087642,0.9999980855427674
K08567,Kruskal-Wallis rank sum test,2,1.007280286795938,0.6043268147254347,0.9999980855427674
K01713,Kruskal-Wallis rank sum test,2,0.9965546594851389,0.6075764125253595,0.9999980855427674
K00353,Kruskal-Wallis rank sum test,2,0.9855702613323298,0.6109225234797501,0.9999980855427674
K11201,Kruskal-Wallis rank sum test,2,0.9427119899569839,0.6241553426885615,0.9999980855427674
K10977,Kruskal-Wallis rank sum test,2,0.942010818898061,0.6243742008818602,0.9999980855427674
K13057,Kruskal-Wallis rank sum test,2,0.9272896820976843,0.6289869051317754,0.9999980855427674
K01160,Kruskal-Wallis rank sum test,2,0.9227544498133651,0.6304148243655381,0.9999980855427674
K09809,Kruskal-Wallis rank sum test,2,0.9083249953653526,0.6349795421578514,0.9999980855427674
K09716,Kruskal-Wallis rank sum test,2,0.8939021230364749,0.6395752073485507,0.9999980855427674
K06438,Kruskal-Wallis rank sum test,2,0.8697483175033685,0.6473461247969934,0.9999980855427674
K10200,Kruskal-Wallis rank sum test,2,0.8650800382323106,0.6488588858557417,0.9999980855427674
K06330,Kruskal-Wallis rank sum test,2,0.8511920852514983,0.6533802265787669,0.9999980855427674
K01583,Kruskal-Wallis rank sum test,2,0.8400771386876359,0.657021478439062,0.9999980855427674
K05945,Kruskal-Wallis rank sum test,2,0.8393921081908506,0.6572465568581438,0.9999980855427674
K00887,Kruskal-Wallis rank sum test,2,0.8334861140613941,0.6591902724921654,0.9999980855427674
K02598,Kruskal-Wallis rank sum test,2,0.8331105688020964,0.6593140620048477,0.9999980855427674
K12428,Kruskal-Wallis rank sum test,2,0.8291234509425397,0.6606297544601636,0.9999980855427674
K10541,Kruskal-Wallis rank sum test,2,0.8134148233447305,0.6658389785169508,0.9999980855427674
K13693,Kruskal-Wallis rank sum test,2,0.780581430843066,0.676860072231606,0.9999980855427674
K10549,Kruskal-Wallis rank sum test,2,0.7750750702114907,0.6787261577151833,0.9999980855427674
K12997,Kruskal-Wallis rank sum test,2,0.7575294819451466,0.6847066771465369,0.9999980855427674
K14940,Kruskal-Wallis rank sum test,2,0.75318862162129,0.6861943990849474,0.9999980855427674
K00349,Kruskal-Wallis rank sum test,2,0.7385817331840433,0.6912243271431596,0.9999980855427674
K00347,Kruskal-Wallis rank sum test,2,0.7385817331840433,0.6912243271431596,0.9999980855427674
K00348,Kruskal-Wallis rank sum test,2,0.7385817331840433,0.6912243271431596,0.9999980855427674
K00351,Kruskal-Wallis rank sum test,2,0.7385817331840433,0.6912243271431596,0.9999980855427674
K00346,Kruskal-Wallis rank sum test,2,0.738024510612803,0.6914169368719729,0.9999980855427674
K09711,Kruskal-Wallis rank sum test,2,0.7244521700763485,0.6961249666097595,0.9999980855427674
K11337,Kruskal-Wallis rank sum test,2,0.7223032199699218,0.6968733375012283,0.9999980855427674
K07469,Kruskal-Wallis rank sum test,2,0.7218154256828071,0.697043323646391,0.9999980855427674
K10120,Kruskal-Wallis rank sum test,2,0.7179242929205422,0.6984007877931815,0.9999980855427674
K10121,Kruskal-Wallis rank sum test,2,0.7176647708628802,0.6984914188780061,0.9999980855427674
K10122,Kruskal-Wallis rank sum test,2,0.7176647708628802,0.6984914188780061,0.9999980855427674
K06320,Kruskal-Wallis rank sum test,2,0.70418670383108,0.7032144724940933,0.9999980855427674
K02226,Kruskal-Wallis rank sum test,2,0.7024090409939726,0.7038397894707477,0.9999980855427674
K00437,Kruskal-Wallis rank sum test,2,0.7020139142785817,0.7039788561596239,0.9999980855427674
K02547,Kruskal-Wallis rank sum test,2,0.7016828125869616,0.7040954101022291,0.9999980855427674
K09994,Kruskal-Wallis rank sum test,2,0.6918995498015456,0.7075480228837575,0.9999980855427674
K10711,Kruskal-Wallis rank sum test,2,0.683923361237221,0.7103754253344883,0.9999980855427674
K02103,Kruskal-Wallis rank sum test,2,0.6766406827928222,0.7129668585134906,0.9999980855427674
K10201,Kruskal-Wallis rank sum test,2,0.6758593171758683,0.7132454568263676,0.9999980855427674
K10202,Kruskal-Wallis rank sum test,2,0.6758593171758683,0.7132454568263676,0.9999980855427674
K02102,Kruskal-Wallis rank sum test,2,0.6742155352338809,0.7138319077938005,0.9999980855427674
K04070,Kruskal-Wallis rank sum test,2,0.6648889649416028,0.7171684831809845,0.9999980855427674
K12146,Kruskal-Wallis rank sum test,2,0.6550176474112388,0.7207169318534424,0.9999980855427674
K10820,Kruskal-Wallis rank sum test,2,0.6531815719202296,0.7213788810013694,0.9999980855427674
K01023,Kruskal-Wallis rank sum test,2,0.6462683239458759,0.7238767311225266,0.9999980855427674
K06951,Kruskal-Wallis rank sum test,2,0.6441443146342245,0.7246458999393623,0.9999980855427674
K03780,Kruskal-Wallis rank sum test,2,0.6436196661753029,0.7248360170517683,0.9999980855427674
K07271,Kruskal-Wallis rank sum test,2,0.6075863537087822,0.7380134889383997,0.9999980855427674
K10938,Kruskal-Wallis rank sum test,2,0.6071404706772093,0.7381780411263699,0.9999980855427674
K00096,Kruskal-Wallis rank sum test,2,0.6042790255612627,0.739234924975108,0.9999980855427674
K06393,Kruskal-Wallis rank sum test,2,0.5971632837866502,0.741869711729743,0.9999980855427674
K00350,Kruskal-Wallis rank sum test,2,0.5926880124011276,0.7435316045379942,0.9999980855427674
K14153,Kruskal-Wallis rank sum test,2,0.5887919043666766,0.7449814560031288,0.9999980855427674
K03756,Kruskal-Wallis rank sum test,2,0.5701268418909473,0.751966562376714,0.9999980855427674
K10542,Kruskal-Wallis rank sum test,2,0.5621872322765373,0.7549576559515808,0.9999980855427674
K03779,Kruskal-Wallis rank sum test,2,0.5601190338188425,0.7557387608818088,0.9999980855427674
K12437,Kruskal-Wallis rank sum test,2,0.5579919636752007,0.7565429431213477,0.9999980855427674
K08600,Kruskal-Wallis rank sum test,2,0.5520459860219944,0.7587954835677622,0.9999980855427674
K06333,Kruskal-Wallis rank sum test,2,0.5497164067162037,0.75967983563777,0.9999980855427674
K02122,Kruskal-Wallis rank sum test,2,0.5464335693966993,0.7609278122412679,0.9999980855427674
K03489,Kruskal-Wallis rank sum test,2,0.5443931910316634,0.7617044986801815,0.9999980855427674
K00531,Kruskal-Wallis rank sum test,2,0.539287896184209,0.763651345455943,0.9999980855427674
K12700,Kruskal-Wallis rank sum test,2,0.5339868304086229,0.7656781132827135,0.9999980855427674
K00885,Kruskal-Wallis rank sum test,2,0.5207579498752793,0.770759431939912,0.9999980855427674
K13012,Kruskal-Wallis rank sum test,2,0.5189659405361522,0.7714503454746937,0.9999980855427674
K03093,Kruskal-Wallis rank sum test,2,0.5057147703727435,0.7765786255426521,0.9999980855427674
K01571,Kruskal-Wallis rank sum test,2,0.5001185833953488,0.7787546080197385,0.9999980855427674
K02466,Kruskal-Wallis rank sum test,2,0.49586817020283247,0.7804113823198353,0.9999980855427674
K07699,Kruskal-Wallis rank sum test,2,0.491757669845253,0.7820169723322831,0.9999980855427674
K02119,Kruskal-Wallis rank sum test,2,0.4912188889794878,0.7822276686014864,0.9999980855427674
K06390,Kruskal-Wallis rank sum test,2,0.48966106071547955,0.7828371941402159,0.9999980855427674
