opf_cluster,Comparison,Z,P.unadj,P.adj
SRR5665187_k101_112037_6,Cancer - Normal,-2.0850217325165223,0.037067327872988096,0.05560099180948214
SRR5665187_k101_112107_1,Adenoma - Cancer,-2.486958578757977,0.012884039909314656,0.03865211972794397
SRR5665187_k101_112107_1,Adenoma - Normal,-2.13213136752117,0.03299604861648888,0.04949407292473332
SRR5665187_k101_112107_1,Cancer - Normal,0.3548272112368068,0.7227190414828246,0.7227190414828246
SRR5665187_k101_112116_5,Adenoma - Cancer,-0.36202766939660214,0.7173313537171002,0.7173313537171002
SRR5665187_k101_112116_5,Adenoma - Normal,-2.369635654232301,0.01780562192395515,0.05341686577186545
SRR5665187_k101_112116_5,Cancer - Normal,-2.007607984835699,0.04468496539115592,0.06702744808673389
SRR5665187_k101_11251_4,Adenoma - Cancer,-2.39444689894401,0.01664545351386409,0.04993636054159227
SRR5665187_k101_11251_4,Adenoma - Normal,-1.8643110541593584,0.062278035367211854,0.09341705305081778
SRR5665187_k101_11251_4,Cancer - Normal,0.530135844784652,0.5960177481766493,0.5960177481766493
SRR5665187_k101_112752_2,Adenoma - Cancer,-2.2211291110266878,0.02634221783179867,0.079026653495396
SRR5665187_k101_112752_2,Adenoma - Normal,-2.0974206542100116,0.03595635430058225,0.053934531450873374
SRR5665187_k101_112752_2,Cancer - Normal,0.1237084568166761,0.9015461155287734,0.9015461155287734
SRR5665187_k101_112789_1,Adenoma - Cancer,-2.5946509367960076,0.009468702840030187,0.02840610852009056
SRR5665187_k101_112789_1,Adenoma - Normal,-1.6231653534840138,0.10455406204026078,0.15683109306039117
SRR5665187_k101_112789_1,Cancer - Normal,0.9714855833119936,0.33130652879398076,0.33130652879398076
SRR5665187_k101_112876_7,Adenoma - Cancer,-1.7972897748189691,0.0722896286592791,0.10843444298891865
SRR5665187_k101_112876_7,Adenoma - Normal,-2.5096302343508783,0.012085764072803788,0.03625729221841136
SRR5665187_k101_112876_7,Cancer - Normal,-0.7123404595319093,0.4762539756248915,0.4762539756248915
SRR5665187_k101_112877_4,Adenoma - Cancer,-2.9908593764272835,0.002781935707733006,0.008345807123199017
SRR5665187_k101_112877_4,Adenoma - Normal,-1.7414142061182356,0.08161099983646367,0.1224164997546955
SRR5665187_k101_112877_4,Cancer - Normal,1.249445170309048,0.21150229589320688,0.21150229589320688
SRR5665187_k101_112961_1,Adenoma - Cancer,-0.23136707148077393,0.8170296443388458,0.8170296443388458
SRR5665187_k101_112961_1,Adenoma - Normal,-2.3403669153632203,0.019264803025397806,0.05779440907619342
SRR5665187_k101_112961_1,Cancer - Normal,-2.108999843882446,0.03494459510847195,0.05241689266270792
SRR5665187_k101_113010_2,Adenoma - Cancer,-1.327543947939293,0.18432881223639241,0.18432881223639241
SRR5665187_k101_113010_2,Adenoma - Normal,-3.0664395417189296,0.0021662461184229066,0.006498738355268719
SRR5665187_k101_113010_2,Cancer - Normal,-1.7388955937796364,0.08205312942023021,0.12307969413034532
SRR5665187_k101_113190_3,Adenoma - Cancer,-2.3998719394081833,0.01640080844429557,0.049202425332886705
SRR5665187_k101_113190_3,Adenoma - Normal,-1.647249378528694,0.09950679813490214,0.1492601972023532
SRR5665187_k101_113190_3,Cancer - Normal,0.7526225608794893,0.4516767564239089,0.4516767564239089
SRR5665187_k101_113261_3,Adenoma - Cancer,-2.539986409636249,0.011085677642326949,0.033257032926980845
SRR5665187_k101_113261_3,Adenoma - Normal,-1.2330031114739077,0.21757460331455036,0.21757460331455036
SRR5665187_k101_113261_3,Cancer - Normal,1.3069832981623417,0.19121838389295343,0.28682757583943014
SRR5665187_k101_113386_1,Adenoma - Cancer,-0.7471038029291224,0.45500090482751,0.45500090482751
SRR5665187_k101_113386_1,Adenoma - Normal,-2.6233531261943046,0.008706897670349122,0.026120693011047365
SRR5665187_k101_113386_1,Cancer - Normal,-1.8762493232651822,0.060621052132779615,0.09093157819916942
SRR5665187_k101_113401_6,Adenoma - Cancer,-1.240013720649014,0.2149703192733017,0.2149703192733017
SRR5665187_k101_113401_6,Adenoma - Normal,-2.617806743592362,0.008849690920541843,0.026549072761625526
SRR5665187_k101_113401_6,Cancer - Normal,-1.3777930229433482,0.1682672007857629,0.2524008011786444
SRR5665187_k101_113538_1,Adenoma - Cancer,-0.8826350554517195,0.3774334818116697,0.3774334818116697
SRR5665187_k101_113538_1,Adenoma - Normal,-2.734015903472397,0.006256702238135602,0.018770106714406806
SRR5665187_k101_113538_1,Cancer - Normal,-1.8513808480206775,0.06411478236663125,0.09617217354994687
SRR5665187_k101_113619_1,Adenoma - Cancer,-2.564954432032311,0.010318935580400956,0.030956806741202866
SRR5665187_k101_113619_1,Adenoma - Normal,-1.7343108259293207,0.08286294764579485,0.12429442146869228
SRR5665187_k101_113619_1,Cancer - Normal,0.8306436061029903,0.40617499306924687,0.40617499306924687
SRR5665187_k101_113619_3,Adenoma - Cancer,-2.445428815453482,0.014468000615274586,0.043404001845823756
SRR5665187_k101_113619_3,Adenoma - Normal,-1.7679199997570942,0.07707427878984584,0.11561141818476875
SRR5665187_k101_113619_3,Cancer - Normal,0.6775088156963875,0.4980831786401545,0.4980831786401545
SRR5665187_k101_113696_2,Adenoma - Cancer,-2.3183908801844644,0.020428087248650962,0.06128426174595289
SRR5665187_k101_113696_2,Adenoma - Normal,-0.07202767783097341,0.9425798813275431,0.9425798813275431
SRR5665187_k101_113696_2,Cancer - Normal,2.246363202353491,0.024680753307512005,0.03702112996126801
SRR5665187_k101_11382_2,Adenoma - Cancer,-1.433730423753445,0.1516492066433921,0.1516492066433921
SRR5665187_k101_11382_2,Adenoma - Normal,-3.177079674426408,0.0014876616025087657,0.004462984807526297
SRR5665187_k101_11382_2,Cancer - Normal,-1.7433492506729629,0.0812726272713242,0.1219089409069863
SRR5665187_k101_113937_2,Adenoma - Cancer,-1.3831778274186126,0.16661034659628315,0.16661034659628315
SRR5665187_k101_113937_2,Adenoma - Normal,-2.864860900706802,0.004171924559792792,0.012515773679378374
SRR5665187_k101_113937_2,Cancer - Normal,-1.4816830732881894,0.13842464304324129,0.20763696456486191
SRR5665187_k101_114000_1,Adenoma - Cancer,-2.5847612091819014,0.009744646030659014,0.014616969045988523
SRR5665187_k101_114000_1,Adenoma - Normal,-2.707978428254496,0.006769442228059337,0.02030832668417801
SRR5665187_k101_114000_1,Cancer - Normal,-0.12321721907259434,0.9019350906227164,0.9019350906227164
SRR5665187_k101_114028_1,Adenoma - Cancer,-0.4140994859951577,0.6788012492270479,0.6788012492270479
SRR5665187_k101_114028_1,Adenoma - Normal,-2.5235709852410735,0.011616960402267907,0.03485088120680372
SRR5665187_k101_114028_1,Cancer - Normal,-2.109471499245916,0.034903903590098005,0.052355855385147004
SRR5665187_k101_114182_1,Adenoma - Cancer,-2.559659265935553,0.010477483452722518,0.03143245035816755
SRR5665187_k101_114182_1,Adenoma - Normal,-1.2045455369108475,0.22837879269939862,0.22837879269939862
SRR5665187_k101_114182_1,Cancer - Normal,1.3551137290247055,0.17538132520900304,0.26307198781350455
SRR5665187_k101_114182_3,Adenoma - Cancer,-2.3777624635353876,0.01741804224316801,0.05225412672950404
SRR5665187_k101_114182_3,Adenoma - Normal,-1.741581465422409,0.0815817068938224,0.1223725603407336
SRR5665187_k101_114182_3,Cancer - Normal,0.6361809981129787,0.5246584568273127,0.5246584568273127
SRR5665187_k101_114388_10,Adenoma - Cancer,-2.745273447650362,0.006046049644184396,0.018138148932553187
SRR5665187_k101_114388_10,Adenoma - Normal,-2.12357862637078,0.03370539436798986,0.05055809155198479
SRR5665187_k101_114388_10,Cancer - Normal,0.6216948212795821,0.5341425575468965,0.5341425575468965
SRR5665187_k101_114388_21,Adenoma - Cancer,-1.1278987675273617,0.25936267444746264,0.25936267444746264
SRR5665187_k101_114388_21,Adenoma - Normal,-2.570307768307546,0.010160820070591072,0.030482460211773216
SRR5665187_k101_114388_21,Cancer - Normal,-1.4424090007801844,0.1491870261699584,0.22378053925493763
SRR5665187_k101_114445_2,Adenoma - Cancer,-1.4969336145061103,0.134410532572234,0.20161579885835101
SRR5665187_k101_114445_2,Adenoma - Normal,-2.6824246649203443,0.007309061187360555,0.021927183562081665
SRR5665187_k101_114445_2,Cancer - Normal,-1.185491050414234,0.23582335108394903,0.23582335108394903
SRR5665187_k101_114510_1,Adenoma - Cancer,-0.03694744698455555,0.9705269083300045,0.9705269083300045
SRR5665187_k101_114510_1,Adenoma - Normal,-2.1675835564272714,0.0301903859791483,0.0905711579374449
SRR5665187_k101_114510_1,Cancer - Normal,-2.130636109442716,0.03311913233420892,0.04967869850131338
SRR5665187_k101_114612_2,Adenoma - Cancer,2.586373204820206,0.009699184859102828,0.029097554577308483
SRR5665187_k101_114612_2,Adenoma - Normal,0.5429954794650159,0.5871329149004543,0.5871329149004543
SRR5665187_k101_114612_2,Cancer - Normal,-2.04337772535519,0.041015060740926826,0.06152259111139024
SRR5665187_k101_114790_2,Adenoma - Cancer,-2.623853157973097,0.008694125946678496,0.02608237784003549
SRR5665187_k101_114790_2,Adenoma - Normal,-2.34765808871277,0.0188918542558659,0.028337781383798853
SRR5665187_k101_114790_2,Cancer - Normal,0.27619506926032655,0.7823982441619038,0.7823982441619038
SRR5665187_k101_114817_2,Adenoma - Cancer,-0.5439833289397494,0.586452944964679,0.586452944964679
SRR5665187_k101_114817_2,Adenoma - Normal,-2.340660661846387,0.019249654194518132,0.0577489625835544
SRR5665187_k101_114817_2,Cancer - Normal,-1.796677332906638,0.07238685948873784,0.10858028923310675
SRR5665187_k101_114835_1,Adenoma - Cancer,-2.3690220571605756,0.017835189772827924,0.026752784659241885
SRR5665187_k101_114835_1,Adenoma - Normal,-2.5309830089247405,0.01137433583653493,0.034123007509604786
SRR5665187_k101_114835_1,Cancer - Normal,-0.1619609517641648,0.8713366037933425,0.8713366037933425
SRR5665187_k101_115124_1,Adenoma - Cancer,-2.4456378134895282,0.014459617522476922,0.043378852567430765
SRR5665187_k101_115124_1,Adenoma - Normal,-1.3417701622646823,0.17967052958541374,0.2695057943781206
SRR5665187_k101_115124_1,Cancer - Normal,1.103867651224846,0.26965055319396064,0.26965055319396064
SRR5665187_k101_115158_1,Adenoma - Cancer,-2.2741251049888382,0.02295846565470573,0.0688753969641172
SRR5665187_k101_115158_1,Adenoma - Normal,-1.9261565648278962,0.0540848274665475,0.08112724119982125
SRR5665187_k101_115158_1,Cancer - Normal,0.34796854016094214,0.7278638101110558,0.7278638101110558
SRR5665187_k101_1152_1,Adenoma - Cancer,-2.430714133985179,0.015069098630083438,0.04520729589025031
SRR5665187_k101_1152_1,Adenoma - Normal,-2.1213505169325195,0.03389231613343924,0.050838474200158856
SRR5665187_k101_1152_1,Cancer - Normal,0.3093636170526592,0.757044943198463,0.757044943198463
SRR5665187_k101_115212_5,Adenoma - Cancer,1.3159178109131529,0.18820163001706697,0.18820163001706697
SRR5665187_k101_115212_5,Adenoma - Normal,-1.3847739754376764,0.1661215909742357,0.24918238646135354
SRR5665187_k101_115212_5,Cancer - Normal,-2.7006917863508293,0.006919542943165094,0.02075862882949528
SRR5665187_k101_115874_2,Adenoma - Cancer,-2.215163604685764,0.026748837000512428,0.08024651100153729
SRR5665187_k101_115874_2,Adenoma - Normal,-2.204142890234592,0.027514296626258553,0.04127144493938783
SRR5665187_k101_115874_2,Cancer - Normal,0.011020714451171915,0.9912069200863544,0.9912069200863544
SRR5665187_k101_11605_2,Adenoma - Cancer,-2.15648375482668,0.031045910930880584,0.04656886639632088
SRR5665187_k101_11605_2,Adenoma - Normal,-2.4962601024740856,0.012551053267289041,0.03765315980186712
SRR5665187_k101_11605_2,Cancer - Normal,-0.339776347647406,0.7340249611746084,0.7340249611746084
SRR5665187_k101_116070_3,Adenoma - Cancer,-2.795259633603702,0.005185804901522945,0.015557414704568836
SRR5665187_k101_116070_3,Adenoma - Normal,-1.5171639458704307,0.12922529664767723,0.19383794497151585
SRR5665187_k101_116070_3,Cancer - Normal,1.2780956877332714,0.20121568925251043,0.20121568925251043
SRR5665187_k101_116104_3,Adenoma - Cancer,-0.4259459080674551,0.6701472618281126,0.6701472618281126
SRR5665187_k101_116104_3,Adenoma - Normal,-3.2306358873423835,0.001235151761919338,0.0037054552857580143
SRR5665187_k101_116104_3,Cancer - Normal,-2.8046899792749285,0.005036499696737707,0.007554749545106561
SRR5665187_k101_116272_2,Adenoma - Cancer,-2.8230914971719643,0.004756299554732556,0.014268898664197668
SRR5665187_k101_116272_2,Adenoma - Normal,-1.2372114131032508,0.21600860548234088,0.21600860548234088
SRR5665187_k101_116272_2,Cancer - Normal,1.5858800840687137,0.11276651444688064,0.16914977167032097
SRR5665187_k101_116285_3,Adenoma - Cancer,-0.7304296796007461,0.4651275820697485,0.4651275820697485
SRR5665187_k101_116285_3,Adenoma - Normal,-2.7188215851805526,0.006551493579006824,0.01965448073702047
SRR5665187_k101_116285_3,Cancer - Normal,-1.9883919055798067,0.04676836331782888,0.07015254497674332
SRR5665187_k101_116287_2,Adenoma - Cancer,-2.374312980228366,0.017581640383246985,0.052744921149740956
SRR5665187_k101_116287_2,Adenoma - Normal,-1.8050136760833415,0.07107254197628617,0.10660881296442926
SRR5665187_k101_116287_2,Cancer - Normal,0.569299304145024,0.569153038973379,0.569153038973379
SRR5665187_k101_116329_3,Adenoma - Cancer,1.9066293370963834,0.056568603315605155,0.08485290497340774
SRR5665187_k101_116329_3,Adenoma - Normal,-0.5046960009961021,0.6137723702439617,0.6137723702439617
SRR5665187_k101_116329_3,Cancer - Normal,-2.4113253380924857,0.01589466293313869,0.04768398879941607
SRR5665187_k101_11660_1,Adenoma - Cancer,-2.9066919316792013,0.003652727371132676,0.010958182113398027
SRR5665187_k101_11660_1,Adenoma - Normal,-1.541062704606251,0.12330152568434631,0.18495228852651946
SRR5665187_k101_11660_1,Cancer - Normal,1.3656292270729504,0.1720553681807368,0.1720553681807368
SRR5665187_k101_116632_1,Adenoma - Cancer,-1.701305378815213,0.08888565848247076,0.13332848772370615
SRR5665187_k101_116632_1,Adenoma - Normal,-3.0673959266350543,0.0021593263850596877,0.006477979155179063
SRR5665187_k101_116632_1,Cancer - Normal,-1.3660905478198415,0.1719105447033656,0.1719105447033656
SRR5665187_k101_116632_2,Adenoma - Cancer,-1.3836182297400736,0.16647538337881812,0.16647538337881812
SRR5665187_k101_116632_2,Adenoma - Normal,-2.853455993084128,0.004324651718715394,0.012973955156146182
SRR5665187_k101_116632_2,Cancer - Normal,-1.4698377633440545,0.14160569877004842,0.21240854815507262
SRR5665187_k101_116728_4,Adenoma - Cancer,-1.9279346250201552,0.05386325827635951,0.08079488741453926
SRR5665187_k101_116728_4,Adenoma - Normal,-2.4160887690508632,0.015688236144130847,0.04706470843239254
SRR5665187_k101_116728_4,Cancer - Normal,-0.4881541440307081,0.6254406623197942,0.6254406623197942
SRR5665187_k101_116835_1,Adenoma - Cancer,1.5072338961694707,0.13175071473666686,0.19762607210500027
SRR5665187_k101_116835_1,Adenoma - Normal,-1.312752103115347,0.18926649437212334,0.18926649437212334
SRR5665187_k101_116835_1,Cancer - Normal,-2.8199859992848175,0.004802574483648866,0.014407723450946599
SRR5665187_k101_116980_1,Adenoma - Cancer,-2.5411854745606615,0.01104772960398588,0.03314318881195764
SRR5665187_k101_116980_1,Adenoma - Normal,-1.975180902729699,0.04824762232529327,0.0723714334879399
SRR5665187_k101_116980_1,Cancer - Normal,0.5660045718309625,0.5713906726297173,0.5713906726297173
SRR5665187_k101_117283_1,Adenoma - Cancer,-2.5701951101525276,0.010164125182974132,0.015246187774461198
SRR5665187_k101_117283_1,Adenoma - Normal,-2.615089347884448,0.008920411704118336,0.02676123511235501
SRR5665187_k101_117283_1,Cancer - Normal,-0.04489423773192059,0.9641916098393203,0.9641916098393203
SRR5665187_k101_117524_2,Adenoma - Cancer,-2.1739415685673324,0.029709523703690698,0.04456428555553604
SRR5665187_k101_117524_2,Adenoma - Normal,-2.583461623567993,0.009781434846252258,0.029344304538756773
SRR5665187_k101_117524_2,Cancer - Normal,-0.40952005500066035,0.682158052222595,0.682158052222595
SRR5665187_k101_117599_1,Adenoma - Cancer,-0.3613661913798471,0.7178257181913976,0.7178257181913976
SRR5665187_k101_117599_1,Adenoma - Normal,-2.290103815250603,0.02201529926452812,0.06604589779358436
SRR5665187_k101_117599_1,Cancer - Normal,-1.9287376238707554,0.05376344293440161,0.08064516440160242
SRR5665187_k101_117618_5,Adenoma - Cancer,0,1,1
SRR5665187_k101_117618_5,Adenoma - Normal,-2.923898100606021,0.003456778867339613,0.005185168301009419
SRR5665187_k101_117618_5,Cancer - Normal,-2.923898100606021,0.003456778867339613,0.010370336602018838
SRR5665187_k101_117754_1,Adenoma - Cancer,0.8181803634023058,0.41325420606024904,0.41325420606024904
SRR5665187_k101_117754_1,Adenoma - Normal,-2.4545410902069174,0.014106454182781308,0.021159681274171963
SRR5665187_k101_117754_1,Cancer - Normal,-3.2727214536092233,0.0010651739302631692,0.0031955217907895074
SRR5665187_k101_118581_1,Adenoma - Cancer,-2.277608394786075,0.022749919892746058,0.03412487983911909
SRR5665187_k101_118581_1,Adenoma - Normal,-2.277608394786075,0.022749919892746058,0.06824975967823818
SRR5665187_k101_118581_1,Cancer - Normal,0,1,1
SRR5665187_k101_118758_2,Adenoma - Cancer,-0.7201528413930696,0.4714308959055827,0.4714308959055827
SRR5665187_k101_118758_2,Adenoma - Normal,-2.5914380238545984,0.00955757549782356,0.028672726493470684
SRR5665187_k101_118758_2,Cancer - Normal,-1.8712851824615286,0.061305563244218944,0.09195834486632842
SRR5665187_k101_118789_2,Adenoma - Cancer,-1.7935320385448226,0.07288789245938493,0.10933183868907739
SRR5665187_k101_118789_2,Adenoma - Normal,-2.931303925496694,0.003375423710719495,0.010126271132158485
SRR5665187_k101_118789_2,Cancer - Normal,-1.1377718869518716,0.25521574688621856,0.25521574688621856
SRR5665187_k101_118797_2,Adenoma - Cancer,1.6670760632443156,0.09549928112943451,0.14324892169415177
SRR5665187_k101_118797_2,Adenoma - Normal,-0.7604206604272337,0.4470031774846646,0.4470031774846646
SRR5665187_k101_118797_2,Cancer - Normal,-2.427496723671549,0.015203424166955118,0.045610272500865356
SRR5665187_k101_118892_1,Adenoma - Cancer,-1.7512861181679087,0.07989663769179679,0.1198449565376952
SRR5665187_k101_118892_1,Adenoma - Normal,-2.433526275506363,0.014952550129425396,0.04485765038827619
SRR5665187_k101_118892_1,Cancer - Normal,-0.6822401573384547,0.49508710604938105,0.49508710604938105
SRR5665187_k101_118905_1,Adenoma - Cancer,-2.4341391005140753,0.014927257390025395,0.04478177217007619
SRR5665187_k101_118905_1,Adenoma - Normal,-1.7206845365702954,0.08530808389448982,0.12796212584173472
SRR5665187_k101_118905_1,Cancer - Normal,0.71345456394378,0.4755645193125333,0.4755645193125333
SRR5665187_k101_119034_1,Adenoma - Cancer,-2.2157832666518265,0.02670634900612022,0.04005952350918033
SRR5665187_k101_119034_1,Adenoma - Normal,-2.3314422833177186,0.01973005012745122,0.05919015038235366
SRR5665187_k101_119034_1,Cancer - Normal,-0.11565901666589237,0.9079227881615938,0.9079227881615938
SRR5665187_k101_119209_1,Adenoma - Cancer,-2.7775138763529754,0.005477650111925343,0.016432950335776027
SRR5665187_k101_119209_1,Adenoma - Normal,-0.7728734264634367,0.4395972928220396,0.4395972928220396
SRR5665187_k101_119209_1,Cancer - Normal,2.0046404498895387,0.04500149901490211,0.06750224852235316
SRR5665187_k101_1192_1,Adenoma - Cancer,-1.1487993041444406,0.2506387463873647,0.2506387463873647
SRR5665187_k101_1192_1,Adenoma - Normal,-3.598126122414666,3.205181901263249e-4,9.615545703789746e-4
SRR5665187_k101_1192_1,Cancer - Normal,-2.4493268182702255,0.014312351794650865,0.021468527691976297
SRR5665187_k101_11924_2,Adenoma - Cancer,-0.042242447140382465,0.9663054248173935,0.9663054248173935
SRR5665187_k101_11924_2,Adenoma - Normal,-2.948522810398663,0.003192965752731693,0.00957889725819508
SRR5665187_k101_11924_2,Cancer - Normal,-2.9062803632582805,0.0036575357169280607,0.005486303575392091
SRR5665187_k101_119310_5,Adenoma - Cancer,-2.4981273606144017,0.0124851328945276,0.0374553986835828
SRR5665187_k101_119310_5,Adenoma - Normal,-1.6461844699700887,0.0997257856299443,0.14958867844491647
SRR5665187_k101_119310_5,Cancer - Normal,0.8519428906443127,0.3942457899067128,0.3942457899067128
SRR5665187_k101_119551_3,Adenoma - Cancer,-2.0531400504676736,0.04005899662303168,0.06008849493454752
SRR5665187_k101_119551_3,Adenoma - Normal,-2.387767848748317,0.01695104562702371,0.050853136881071126
SRR5665187_k101_119551_3,Cancer - Normal,-0.3346277982806437,0.7379058726721583,0.7379058726721583
SRR5665187_k101_119554_8,Adenoma - Cancer,-2.3836973486917747,0.017139691770790635,0.0514190753123719
SRR5665187_k101_119554_8,Adenoma - Normal,-2.260402658242201,0.023796271678549873,0.03569440751782481
SRR5665187_k101_119554_8,Cancer - Normal,0.1232946904495738,0.9018737451624728,0.9018737451624728
SRR5665187_k101_119643_1,Adenoma - Cancer,-2.779251891184521,0.005448425751922965,0.016345277255768894
SRR5665187_k101_119643_1,Adenoma - Normal,-1.06017055423604,0.2890670145228156,0.2890670145228156
SRR5665187_k101_119643_1,Cancer - Normal,1.7190813369484812,0.08559956257734144,0.12839934386601215
SRR5665187_k101_119643_8,Adenoma - Cancer,-2.5974903094740576,0.0093907769962285,0.028172330988685504
SRR5665187_k101_119643_8,Adenoma - Normal,-1.631350621194073,0.10281635771846379,0.1542245365776957
SRR5665187_k101_119643_8,Cancer - Normal,0.9661396882799848,0.33397428726341594,0.33397428726341594
SRR5665187_k101_119661_1,Adenoma - Cancer,-2.3925341486442733,0.01673247093636998,0.05019741280910994
SRR5665187_k101_119661_1,Adenoma - Normal,-1.8787998222482638,0.060271831338767866,0.0904077470081518
SRR5665187_k101_119661_1,Cancer - Normal,0.5137343263960095,0.6074377491619951,0.6074377491619951
SRR5665187_k101_119887_2,Adenoma - Cancer,-2.5107887690679522,0.012046175346704187,0.03613852604011256
SRR5665187_k101_119887_2,Adenoma - Normal,-1.3708669812246015,0.17041642600909046,0.2556246390136357
SRR5665187_k101_119887_2,Cancer - Normal,1.1399217878433507,0.2543188869812623,0.2543188869812623
SRR5665187_k101_119953_1,Adenoma - Cancer,-2.8184122232973245,0.004826180477301983,0.01447854143190595
SRR5665187_k101_119953_1,Adenoma - Normal,-1.9356021689182012,0.052916444535504106,0.07937466680325617
SRR5665187_k101_119953_1,Cancer - Normal,0.8828100543791232,0.3773389072120181,0.3773389072120181
SRR5665187_k101_120115_2,Adenoma - Cancer,-2.5512841030216435,0.010732679702092643,0.03219803910627793
SRR5665187_k101_120115_2,Adenoma - Normal,-1.9558816460891442,0.05047909791524152,0.07571864687286228
SRR5665187_k101_120115_2,Cancer - Normal,0.5954024569324995,0.5515744835995497,0.5515744835995497
SRR5665187_k101_120175_3,Adenoma - Cancer,-2.36918774847831,0.017827201247660702,0.026740801871491054
SRR5665187_k101_120175_3,Adenoma - Normal,-2.4726823726739386,0.013410327124862134,0.0402309813745864
SRR5665187_k101_120175_3,Cancer - Normal,-0.10349462419562849,0.9175704158554008,0.9175704158554008
SRR5665187_k101_120313_2,Adenoma - Cancer,-2.5979905464123725,0.009377107553216656,0.028131322659649967
SRR5665187_k101_120313_2,Adenoma - Normal,-0.6924281840118265,0.4886684714886355,0.4886684714886355
SRR5665187_k101_120313_2,Cancer - Normal,1.9055623624005458,0.05670700920750748,0.08506051381126122
SRR5665187_k101_120383_1,Adenoma - Cancer,-2.2165419927561194,0.026654405267206794,0.07996321580162039
SRR5665187_k101_120383_1,Adenoma - Normal,-2.0825185234266796,0.03729513272960814,0.05594269909441221
SRR5665187_k101_120383_1,Cancer - Normal,0.13402346932943943,0.8933840160165986,0.8933840160165986
SRR5665187_k101_120449_4,Adenoma - Cancer,0,1,1
SRR5665187_k101_120449_4,Adenoma - Normal,-2.8266663884506875,0.004703530133138346,0.007055295199707519
SRR5665187_k101_120449_4,Cancer - Normal,-2.8266663884506875,0.004703530133138346,0.014110590399415038
SRR5665187_k101_120704_5,Adenoma - Cancer,-2.5159508947993885,0.011871172134016028,0.03561351640204809
SRR5665187_k101_120704_5,Adenoma - Normal,-1.6608564730375048,0.09674227595412414,0.1451134139311862
SRR5665187_k101_120704_5,Cancer - Normal,0.8550944217618835,0.3924988775001198,0.3924988775001198
SRR5665187_k101_121072_5,Adenoma - Cancer,1.040084869572105,0.29830047250729846,0.29830047250729846
SRR5665187_k101_121072_5,Adenoma - Normal,-2.440340471363529,0.01467342521318597,0.022010137819778952
SRR5665187_k101_121072_5,Cancer - Normal,-3.4804253409356343,5.00618327032017e-4,0.0015018549810960511
SRR5665187_k101_12123_2,Adenoma - Cancer,-1.988163831745267,0.046793573642618484,0.07019036046392772
SRR5665187_k101_12123_2,Adenoma - Normal,-2.328384380493119,0.019891702295199546,0.05967510688559864
SRR5665187_k101_12123_2,Cancer - Normal,-0.34022054874785185,0.7336904445572556,0.7336904445572556
SRR5665187_k101_12123_3,Adenoma - Cancer,-1.7865691813998554,0.07400714647558283,0.11101071971337426
SRR5665187_k101_12123_3,Adenoma - Normal,-2.3523160888431436,0.018656913223739274,0.05597073967121782
SRR5665187_k101_12123_3,Cancer - Normal,-0.5657469074432881,0.5715658429718781,0.5715658429718781
SRR5665187_k101_121346_2,Adenoma - Cancer,-2.80039038852939,0.005104083834528956,0.015312251503586869
SRR5665187_k101_121346_2,Adenoma - Normal,-1.5194104779166149,0.12865920618908405,0.19298880928362608
SRR5665187_k101_121346_2,Cancer - Normal,1.2809799106127753,0.20020072247921816,0.20020072247921816
SRR5665187_k101_121346_3,Adenoma - Cancer,-2.4590715748021488,0.013929684357552909,0.041789053072658726
SRR5665187_k101_121346_3,Adenoma - Normal,-1.486429598434939,0.13716552567465035,0.20574828851197552
SRR5665187_k101_121346_3,Cancer - Normal,0.97264197636721,0.3307312725099523,0.3307312725099523
SRR5665187_k101_12138_1,Adenoma - Cancer,-2.6224056381295924,0.008731144238331394,0.026193432714994185
SRR5665187_k101_12138_1,Adenoma - Normal,-1.8430091021044843,0.06532768154423077,0.09799152231634616
SRR5665187_k101_12138_1,Cancer - Normal,0.77939653602510806,0.43574616372705754,0.43574616372705754
SRR5665187_k101_121633_1,Adenoma - Cancer,-1.479230504708533,0.1390787193019621,0.20861807895294315
SRR5665187_k101_121633_1,Adenoma - Normal,-2.562689659959944,0.01038648419123687,0.03115945257371061
SRR5665187_k101_121633_1,Cancer - Normal,-1.0834591552514108,0.2786046709768063,0.2786046709768063
SRR5665187_k101_121877_3,Adenoma - Cancer,-1.9648659917104252,0.04942974978626767,0.0741446246794015
SRR5665187_k101_121877_3,Adenoma - Normal,-3.267127539500984,0.0010864472288177258,0.003259341686453177
SRR5665187_k101_121877_3,Cancer - Normal,-1.3022615477905586,0.19282699161923114,0.19282699161923114
SRR5665187_k101_121981_1,Adenoma - Cancer,-2.5333371578655557,0.011298222225183105,0.033894666675549315
SRR5665187_k101_121981_1,Adenoma - Normal,-1.8972005042864841,0.05780148033040236,0.08670222049560354
SRR5665187_k101_121981_1,Cancer - Normal,0.6361366535790713,0.5246873570434423,0.5246873570434423
SRR5665187_k101_122116_3,Adenoma - Cancer,-2.5950311700286908,0.009458234102160432,0.028374702306481297
SRR5665187_k101_122116_3,Adenoma - Normal,-1.8240019532130713,0.06815177695140485,0.10222766542710729
SRR5665187_k101_122116_3,Cancer - Normal,0.7710292168156195,0.4406896140284626,0.4406896140284626
SRR5665187_k101_122291_2,Adenoma - Cancer,-2.486838434743972,0.012888391614212957,0.03866517484263887
SRR5665187_k101_122291_2,Adenoma - Normal,-2.4524581798857605,0.014188387090416138,0.02128258063562421
